match_id,datum_zapasu,domaci_tym,hoste_tym,goly_domaci,goly_hoste,kurz_domaci,kurz_remiza,kurz_hoste,domaci_hraci,hoste_hraci,forma_tymu_domaci,forma_tymu_hoste,domaci_dane_goly,domaci_dostane_goly,hoste_dane_goly,hoste_dostane_goly,domaci_forma_doma,hoste_forma_venku,h2h_uspesnost_domacich,domaci_ocekavane_goly,hoste_ocekavane_goly,domaci_forma_brankare,hoste_forma_brankare
7892474,2019-04-21,HSG Wetzlar,TBV Lemgo,27,28,1.75,7.5,2.9,"[{'jmeno': 'Lenny Rubin', 'goly': 5}, {'jmeno': 'Kristian Bjornsen', 'goly': 5}, {'jmeno': 'Stefan Cavor', 'goly': 3}, {'jmeno': 'Joao Ferraz', 'goly': 3}, {'jmeno': 'Olle Forsell Schefvert', 'goly': 3}, {'jmeno': 'Emil Frend Ofors', 'goly': 0}, {'jmeno': 'Alexander Hermann', 'goly': 0}, {'jmeno': 'Maximilian Holst', 'goly': 4}, {'jmeno': 'Till Klimpke', 'uspesnost_zakroku_procenta': 37.2, 'zakroky': 16, 'strely_proti': 43}, {'jmeno': 'Stefan Kneer', 'goly': 1}, {'jmeno': 'Anton Lindskog', 'goly': 1}, {'jmeno': 'Filip Mirkulovski', 'goly': 1}, {'jmeno': 'Nils Torbrugge', 'goly': 1}]","[{'jmeno': 'Dani Baijens', 'goly': 5}, {'jmeno': 'Jonathan Carlsbogard', 'goly': 3}, {'jmeno': 'Dominik Ebner', 'goly': 1}, {'jmeno': 'Isaias Guardiola', 'goly': 1}, {'jmeno': 'Tim Hornke', 'goly': 5}, {'jmeno': 'Peter Johannesson', 'uspesnost_zakroku_procenta': 27.0, 'zakroky': 10, 'strely_proti': 37}, {'jmeno': 'Tim Suton', 'goly': 4}, {'jmeno': 'Christoph Theuerkauf', 'goly': 5}, {'jmeno': 'Patrick Zieker', 'goly': 4}, {'jmeno': 'Fabian van Olphen', 'goly': 0}]",0.6,0.4,26.6,26.8,24.2,24.2,0.6,0.2,0.2,30.8,24.6,32.7,27.6
7892440,2019-04-21,Rhein Neckar Löwen,SG Flensburg Handewitt,23,26,2.35,7.5,1.9500000000000002,"[{'jmeno': 'Ilija Abutovic', 'goly': 0}, {'jmeno': 'Nikolaj Jacobsen', 'goly': 0}, {'jmeno': 'Mikael Appelgren', 'uspesnost_zakroku_procenta': 33.3, 'zakroky': 2, 'strely_proti': 6}, {'jmeno': 'Steffen Fath', 'goly': 2}, {'jmeno': 'Patrick Groetzki', 'goly': 0}, {'jmeno': 'Gedeon Guardiola', 'goly': 1}, {'jmeno': 'Jannik Kohlbacher', 'goly': 5}, {'jmeno': 'Vladan Lipovina', 'goly': 3}, {'jmeno': 'Mads Mensah Larsen', 'goly': 3}, {'jmeno': 'Andreas Palicka', 'uspesnost_zakroku_procenta': 29.0, 'zakroky': 9, 'strely_proti': 31}, {'jmeno': 'Andy Schmid', 'goly': 5}, {'jmeno': 'Guðjón Valur Sigurðsson', 'goly': 4}]","[{'jmeno': 'Simon Hald Jensen', 'goly': 3}, {'jmeno': 'Goran Sogard Johannessen', 'goly': 5}, {'jmeno': 'Benjamin Buric', 'uspesnost_zakroku_procenta': 36.4, 'zakroky': 12, 'strely_proti': 33}, {'jmeno': 'Holger Glandorf', 'goly': 1}, {'jmeno': 'Jim Gottfridsson', 'goly': 4}, {'jmeno': 'Tobias Karlsson', 'goly': 0}, {'jmeno': 'Rasmus Lauge', 'goly': 4}, {'jmeno': 'Magnus Rod', 'goly': 3}, {'jmeno': 'Lasse Svan', 'goly': 3}, {'jmeno': 'Hampus Wanne', 'goly': 3}, {'jmeno': 'Anders Zachariassen', 'goly': 0}]",0.6,0.8,26.4,24.6,29.6,23.6,1.0,0.8,0.4,23.200000000000003,24.2,31.2,39.1
7892472,2019-04-21,TVB 1898 Stuttgart,SC DHfK Leipzig,29,32,1.62,7.5,3.2,"[{'jmeno': 'Lukas Von Deschwanden', 'goly': 2}, {'jmeno': 'Simon Baumgarten', 'goly': 3}, {'jmeno': 'Johannes Bitter', 'uspesnost_zakroku_procenta': 25.0, 'zakroky': 7, 'strely_proti': 28}, {'jmeno': 'Max Hafner', 'goly': 2}, {'jmeno': 'Jonas Maier', 'uspesnost_zakroku_procenta': 20.0, 'zakroky': 2, 'strely_proti': 10}, {'jmeno': 'Samuel Rothlisberger', 'goly': 0}, {'jmeno': 'Bobby Schagen', 'goly': 9}, {'jmeno': 'David Schmidt', 'goly': 8}, {'jmeno': 'Michael Schweikardt', 'goly': 1}, {'jmeno': 'Manuel Spath', 'goly': 0}, {'jmeno': 'Dominik Weiss', 'goly': 4}]","[{'jmeno': 'Marc Esche', 'goly': 7}, {'jmeno': 'Patrick Wiesmach', 'goly': 8}, {'jmeno': 'Maciej Gebala', 'goly': 0}, {'jmeno': 'Maximilian Janke', 'goly': 1}, {'jmeno': 'Aivis Jurdzs', 'goly': 0}, {'jmeno': 'Alen Milosevic', 'goly': 1}, {'jmeno': 'Niclas Pieczkowski', 'goly': 3}, {'jmeno': 'Milos Putera', 'goly': 0}, {'jmeno': 'Andreas Rojewski', 'goly': 2}, {'jmeno': 'Bastian Roscheck', 'goly': 0}, {'jmeno': 'Franz Semper', 'goly': 5}, {'jmeno': 'Philipp Weber', 'goly': 4}, {'jmeno': 'René Villadsen', 'goly': 1}]",0.4,0.4,27.4,27.2,25.6,25.0,0.6,0.2,0.4,24.0,26.399999999999995,34.4,5.0
7892473,2019-04-21,TSV GWD Minden,SG Bietigheim-Metterzimmern,30,26,1.1,15.0,12.0,"[{'jmeno': 'Magnus Gullerud', 'goly': 3}, {'jmeno': 'Kevin Gulliksen', 'goly': 8}, {'jmeno': 'Luka Zvizej', 'goly': 4}, {'jmeno': 'Andreas Cederholm', 'goly': 0}, {'jmeno': 'Espen Christensen', 'uspesnost_zakroku_procenta': 28.6, 'zakroky': 4, 'strely_proti': 14}, {'jmeno': 'Dalibor Doder', 'goly': 1}, {'jmeno': 'Mats Korte', 'goly': 5}, {'jmeno': 'Marian Michalczik', 'goly': 4}, {'jmeno': 'Christoffer Rambo', 'goly': 5}, {'jmeno': 'Savvas Savvas', 'goly': 0}, {'jmeno': 'Kim Sonne-Hansen', 'uspesnost_zakroku_procenta': 38.5, 'zakroky': 10, 'strely_proti': 26}, {'jmeno': 'Aliaksandr Padshyvalau', 'goly': 0}]","[{'jmeno': 'Vetle Ronningen', 'goly': 1}, {'jmeno': 'Jan Asmuth', 'goly': 0}, {'jmeno': 'Jan Döll', 'goly': 2}, {'jmeno': 'Domenico Ebner', 'uspesnost_zakroku_procenta': 0.0, 'zakroky': 0, 'strely_proti': 8}, {'jmeno': 'Max Emanuel', 'goly': 3}, {'jmeno': 'Robin Haller', 'goly': 0}, {'jmeno': 'Michael Kraus', 'goly': 6}, {'jmeno': 'Jonas Link', 'goly': 5}, {'jmeno': 'Patrick Rentschler', 'goly': 2}, {'jmeno': 'Christian Schafer', 'goly': 7}, {'jmeno': 'Jurgen Muller', 'uspesnost_zakroku_procenta': 25.0, 'zakroky': 6, 'strely_proti': 24}]",0.2,0.2,25.4,26.2,23.0,27.0,0.0,0.0,1.0,29.599999999999998,20.4,23.7,32.3
7892467,2019-04-21,HC Erlangen,SC Magdeburg,26,25,6.5,10.0,1.22,"[{'jmeno': 'Petter Overby', 'goly': 4}, {'jmeno': 'Christopher Bissel', 'goly': 1}, {'jmeno': 'Nico Büdel', 'goly': 5}, {'jmeno': 'Michael Haaß', 'goly': 0}, {'jmeno': 'Nikolas Katsigiannis', 'uspesnost_zakroku_procenta': 32.4, 'zakroky': 12, 'strely_proti': 37}, {'jmeno': 'Nikolai Link', 'goly': 3}, {'jmeno': 'Dominik Mappes', 'goly': 0}, {'jmeno': 'Andreas Schroder', 'goly': 5}, {'jmeno': 'Nicolai Theilinger', 'goly': 1}, {'jmeno': 'Jonas Thummler', 'goly': 1}, {'jmeno': 'Florian von Gruchalla', 'goly': 6}]","[{'jmeno': 'Mads Christiansen', 'goly': 4}, {'jmeno': 'Michael Damgaard', 'goly': 4}, {'jmeno': 'Jannick Green', 'uspesnost_zakroku_procenta': 22.2, 'zakroky': 4, 'strely_proti': 18}, {'jmeno': 'Bennet Wiegert', 'goly': 0}, {'jmeno': 'Marko Bezjak', 'goly': 2}, {'jmeno': 'Piotr Chrapkowski', 'goly': 0}, {'jmeno': 'Zeljko Musa', 'goly': 1}, {'jmeno': 'Matthias Musche', 'goly': 5}, {'jmeno': ""Christian O'Sullivan"", 'goly': 5}, {'jmeno': 'Daniel Pettersson', 'goly': 4}, {'jmeno': 'Dario Quenstedt', 'uspesnost_zakroku_procenta': 35.3, 'zakroky': 6, 'strely_proti': 17}]",0.4,1.0,25.0,24.8,30.0,25.4,0.4,0.8,0.2,25.6,22.599999999999998,32.2,35.5
7892494,2019-04-25,SC DHfK Leipzig,Die Eulen Ludwigshafen,28,22,1.11,14.0,12.0,"[{'jmeno': 'Marc Esche', 'goly': 2}, {'jmeno': 'Patrick Wiesmach', 'goly': 6}, {'jmeno': 'Andre Haber', 'goly': 0}, {'jmeno': 'Lukas Binder', 'goly': 2}, {'jmeno': 'Maciej Gebala', 'goly': 1}, {'jmeno': 'Maximilian Janke', 'goly': 4}, {'jmeno': 'Aivis Jurdzs', 'goly': 1}, {'jmeno': 'Alen Milosevic', 'goly': 2}, {'jmeno': 'Niclas Pieczkowski', 'goly': 2}, {'jmeno': 'Milos Putera', 'goly': 0}, {'jmeno': 'Andreas Rojewski', 'goly': 1}, {'jmeno': 'Bastian Roscheck', 'goly': 1}, {'jmeno': 'Franz Semper', 'goly': 6}, {'jmeno': 'Philipp Weber', 'goly': 0}, {'jmeno': 'René Villadsen', 'goly': 0}]","[{'jmeno': 'David Spiler', 'goly': 0}, {'jmeno': 'Benjamnin Matschke', 'goly': 0}, {'jmeno': 'Matej Asanin', 'uspesnost_zakroku_procenta': 24.2, 'zakroky': 8, 'strely_proti': 33}, {'jmeno': 'Pascal Buhrer', 'goly': 1}, {'jmeno': 'Gunnar Dietrich', 'goly': 2}, {'jmeno': 'Kai Dippe', 'goly': 4}, {'jmeno': 'Max Haider', 'goly': 1}, {'jmeno': 'Stefan Hanemann', 'uspesnost_zakroku_procenta': 0.0, 'zakroky': 0, 'strely_proti': 1}, {'jmeno': 'Jerome Muller', 'goly': 3}, {'jmeno': 'Stefan Salger', 'goly': 0}, {'jmeno': 'Jonathan Scholz', 'goly': 5}, {'jmeno': 'Frederic Stuber', 'goly': 2}, {'jmeno': 'Azat Valiullin', 'goly': 4}]",0.6,0.2,28.0,26.0,23.0,30.4,0.4,0.0,1.0,31.599999999999998,17.799999999999997,5.0,29.7
7892487,2019-04-25,TSV Hannover Burgdorf,TBV Lemgo,27,27,1.52,8.0,3.5,"[{'jmeno': 'Nejc Cehte', 'goly': 4}, {'jmeno': 'Urban Lesjak', 'uspesnost_zakroku_procenta': 38.5, 'zakroky': 10, 'strely_proti': 26}, {'jmeno': 'Veit Mavers', 'goly': 1}, {'jmeno': 'Domagoj Srsen', 'goly': 0}, {'jmeno': 'Cristian Ugalde', 'goly': 4}, {'jmeno': 'Pavel Atman', 'goly': 2}, {'jmeno': 'Ilija Brozovic', 'goly': 1}, {'jmeno': 'Hannes Feise', 'goly': 2}, {'jmeno': 'Kai Hafner', 'goly': 2}, {'jmeno': 'Torge Johannsen', 'goly': 0}, {'jmeno': 'Timo Kastening', 'goly': 5}, {'jmeno': 'Morten Olsen', 'goly': 6}, {'jmeno': 'Evgeni Pevnov', 'goly': 0}, {'jmeno': 'Martin Ziemer', 'uspesnost_zakroku_procenta': 26.7, 'zakroky': 4, 'strely_proti': 15}]","[{'jmeno': 'Dani Baijens', 'goly': 8}, {'jmeno': 'Florian Kehrmann', 'goly': 0}, {'jmeno': 'Dominik Ebner', 'goly': 1}, {'jmeno': 'Isaias Guardiola', 'goly': 0}, {'jmeno': 'Tim Hornke', 'goly': 6}, {'jmeno': 'Peter Johannesson', 'uspesnost_zakroku_procenta': 30.8, 'zakroky': 12, 'strely_proti': 39}, {'jmeno': 'Christian Klimek', 'goly': 0}, {'jmeno': 'Tim Suton', 'goly': 1}, {'jmeno': 'Christoph Theuerkauf', 'goly': 3}, {'jmeno': 'Patrick Zieker', 'goly': 6}, {'jmeno': 'Fabian van Olphen', 'goly': 2}]",0.2,0.4,27.2,28.4,25.0,25.6,0.4,0.4,0.8,25.799999999999997,24.000000000000004,25.2,28.3
7892486,2019-04-25,SG Bietigheim-Metterzimmern,HSG Wetzlar,26,26,5.0,9.0,1.32,"[{'jmeno': 'Vetle Ronningen', 'goly': 1}, {'jmeno': 'Jan Asmuth', 'goly': 1}, {'jmeno': 'Jan Döll', 'goly': 1}, {'jmeno': 'Domenico Ebner', 'uspesnost_zakroku_procenta': 27.3, 'zakroky': 3, 'strely_proti': 11}, {'jmeno': 'Max Emanuel', 'goly': 3}, {'jmeno': 'Jonathan Fischer', 'goly': 6}, {'jmeno': 'Robin Haller', 'goly': 0}, {'jmeno': 'Michael Kraus', 'goly': 8}, {'jmeno': 'Jonas Link', 'goly': 1}, {'jmeno': 'Jurgen Muller', 'uspesnost_zakroku_procenta': 30.8, 'zakroky': 8, 'strely_proti': 26}, {'jmeno': 'Michael Oehler', 'goly': 1}, {'jmeno': 'Christian Schafer', 'goly': 4}]","[{'jmeno': 'Tibor Ivanisevic', 'uspesnost_zakroku_procenta': 0.0, 'zakroky': 0, 'strely_proti': 1}, {'jmeno': 'Lenny Rubin', 'goly': 5}, {'jmeno': 'Kristian Bjornsen', 'goly': 1}, {'jmeno': 'Stefan Cavor', 'goly': 2}, {'jmeno': 'Joao Ferraz', 'goly': 1}, {'jmeno': 'Olle Forsell Schefvert', 'goly': 5}, {'jmeno': 'Maximilian Holst', 'goly': 9}, {'jmeno': 'Till Klimpke', 'uspesnost_zakroku_procenta': 28.6, 'zakroky': 10, 'strely_proti': 35}, {'jmeno': 'Stefan Kneer', 'goly': 0}, {'jmeno': 'Anton Lindskog', 'goly': 0}, {'jmeno': 'Filip Mirkulovski', 'goly': 1}, {'jmeno': 'Nils Torbrugge', 'goly': 2}]",0.0,0.4,22.8,29.4,25.8,27.0,0.2,0.4,0.0,22.200000000000003,25.799999999999997,24.3,16.7
7892490,2019-04-25,TVB 1898 Stuttgart,Füchse Berlin,33,34,3.8,8.5,1.47,"[{'jmeno': 'Lukas Von Deschwanden', 'goly': 3}, {'jmeno': 'Simon Baumgarten', 'goly': 2}, {'jmeno': 'Johannes Bitter', 'uspesnost_zakroku_procenta': 21.4, 'zakroky': 9, 'strely_proti': 42}, {'jmeno': 'Max Hafner', 'goly': 4}, {'jmeno': 'Samuel Rothlisberger', 'goly': 0}, {'jmeno': 'Bobby Schagen', 'goly': 9}, {'jmeno': 'David Schmidt', 'goly': 3}, {'jmeno': 'Michael Schweikardt', 'goly': 2}, {'jmeno': 'Manuel Spath', 'goly': 3}, {'jmeno': 'Dominik Weiss', 'goly': 7}]","[{'jmeno': 'Jacob Holm', 'goly': 3}, {'jmeno': 'Johan Koch', 'goly': 2}, {'jmeno': 'Stipe Mandalinic', 'goly': 0}, {'jmeno': 'Mijajlo Marsenic', 'goly': 3}, {'jmeno': 'Velimir Petkovic', 'goly': 0}, {'jmeno': 'Paul Drux', 'goly': 3}, {'jmeno': 'Bjarki Mar Elisson', 'goly': 1}, {'jmeno': 'Jakov Gojun', 'goly': 0}, {'jmeno': 'Silvio Heinevetter', 'uspesnost_zakroku_procenta': 27.8, 'zakroky': 10, 'strely_proti': 36}, {'jmeno': 'Hans Lindberg', 'goly': 7}, {'jmeno': 'Malte Semisch', 'uspesnost_zakroku_procenta': 30.0, 'zakroky': 3, 'strely_proti': 10}, {'jmeno': 'Kevin Struck', 'goly': 2}, {'jmeno': 'Fabian Wiede', 'goly': 7}, {'jmeno': 'Mattias Zachrisson', 'goly': 6}]",0.4,0.2,27.2,26.2,27.4,29.4,0.4,0.2,0.2,25.0,29.799999999999997,35.7,22.8
7892495,2019-04-27,MT Melsungen,TSV GWD Minden,26,21,1.18,12.0,8.0,"[{'jmeno': 'Simon Birkefeldt', 'goly': 1}, {'jmeno': 'Roman Sidorowicz', 'goly': 1}, {'jmeno': 'Felix Danner', 'goly': 2}, {'jmeno': 'Yves Kunkel', 'goly': 4}, {'jmeno': 'Finn Lemke', 'goly': 2}, {'jmeno': 'Marino Maric', 'goly': 5}, {'jmeno': 'Lasse Reinhold Mikkelsen', 'goly': 8}, {'jmeno': 'Michael Müller', 'goly': 0}, {'jmeno': 'Philipp Müller', 'goly': 0}, {'jmeno': 'Tobias Reichmann', 'goly': 3}, {'jmeno': 'Timm Schneider', 'goly': 0}, {'jmeno': 'Nebojsa Simic', 'uspesnost_zakroku_procenta': 40.0, 'zakroky': 14, 'strely_proti': 35}]","[{'jmeno': 'Leon Grabenstein', 'uspesnost_zakroku_procenta': 45.5, 'zakroky': 10, 'strely_proti': 22}, {'jmeno': 'Magnus Gullerud', 'goly': 6}, {'jmeno': 'Luka Zvizej', 'goly': 1}, {'jmeno': 'Andreas Cederholm', 'goly': 4}, {'jmeno': 'Dalibor Doder', 'goly': 0}, {'jmeno': 'Lukas Kister', 'goly': 0}, {'jmeno': 'Mats Korte', 'goly': 3}, {'jmeno': 'Marian Michalczik', 'goly': 3}, {'jmeno': 'Miljan Pusica', 'goly': 0}, {'jmeno': 'Christoffer Rambo', 'goly': 1}, {'jmeno': 'Savvas Savvas', 'goly': 1}, {'jmeno': 'Kim Sonne-Hansen', 'uspesnost_zakroku_procenta': 22.2, 'zakroky': 4, 'strely_proti': 18}, {'jmeno': 'Max Staar', 'goly': 2}, {'jmeno': 'Aliaksandr Padshyvalau', 'goly': 0}]",0.4,0.4,25.6,25.6,26.0,25.2,0.6,0.4,0.8,32.800000000000004,25.599999999999998,34.5,5.0
7892493,2019-04-28,Frisch Auf Göppingen,SG Flensburg Handewitt,23,28,7.0,11.0,1.22,"[{'jmeno': 'Jacob Bagersted', 'goly': 1}, {'jmeno': 'Sebastian Heymann', 'goly': 7}, {'jmeno': 'Tim Kneule', 'goly': 1}, {'jmeno': 'Kresimir Kozina', 'goly': 2}, {'jmeno': 'Josip Peric', 'goly': 1}, {'jmeno': 'Tim Sorensen', 'goly': 2}, {'jmeno': 'Christian Schone', 'goly': 0}, {'jmeno': 'Primoz Prost', 'goly': 0}, {'jmeno': 'Daniel Rebmann', 'uspesnost_zakroku_procenta': 17.4, 'zakroky': 4, 'strely_proti': 23}, {'jmeno': 'Marco Rentschler', 'goly': 0}, {'jmeno': 'Joscha Ritterbach', 'goly': 1}, {'jmeno': 'Marcel Schiller', 'goly': 6}, {'jmeno': 'Jens Schongarth', 'goly': 0}, {'jmeno': 'Nemanja Zelenovic', 'goly': 2}]","[{'jmeno': 'Simon Hald Jensen', 'goly': 2}, {'jmeno': 'Goran Sogard Johannessen', 'goly': 1}, {'jmeno': 'Benjamin Buric', 'uspesnost_zakroku_procenta': 28.1, 'zakroky': 9, 'strely_proti': 32}, {'jmeno': 'Holger Glandorf', 'goly': 5}, {'jmeno': 'Jim Gottfridsson', 'goly': 4}, {'jmeno': 'Tobias Karlsson', 'goly': 0}, {'jmeno': 'Rasmus Lauge', 'goly': 7}, {'jmeno': 'Magnus Rod', 'goly': 0}, {'jmeno': 'Lasse Svan', 'goly': 4}, {'jmeno': 'Hampus Wanne', 'goly': 4}, {'jmeno': 'Anders Zachariassen', 'goly': 1}]",0.4,0.8,27.8,25.8,28.2,23.4,0.2,0.8,0.2,28.6,24.2,31.5,37.3
7892491,2019-04-28,SC Magdeburg,Rhein Neckar Löwen,29,32,1.55,8.0,3.4,"[{'jmeno': 'Bennet Wiegert', 'goly': 0}, {'jmeno': 'Marko Bezjak', 'goly': 2}, {'jmeno': 'Piotr Chrapkowski', 'goly': 0}, {'jmeno': 'Mads Christiansen', 'goly': 0}, {'jmeno': 'Michael Damgaard', 'goly': 11}, {'jmeno': 'Jannick Green', 'uspesnost_zakroku_procenta': 20.0, 'zakroky': 5, 'strely_proti': 25}, {'jmeno': 'Zeljko Musa', 'goly': 0}, {'jmeno': 'Matthias Musche', 'goly': 5}, {'jmeno': ""Christian O'Sullivan"", 'goly': 6}, {'jmeno': 'Daniel Pettersson', 'goly': 4}, {'jmeno': 'Dario Quenstedt', 'uspesnost_zakroku_procenta': 20.0, 'zakroky': 3, 'strely_proti': 15}, {'jmeno': 'Robert Weber', 'goly': 0}]","[{'jmeno': 'Ilija Abutovic', 'goly': 0}, {'jmeno': 'Mikael Appelgren', 'uspesnost_zakroku_procenta': 35.0, 'zakroky': 14, 'strely_proti': 40}, {'jmeno': 'Steffen Fath', 'goly': 1}, {'jmeno': 'Patrick Groetzki', 'goly': 5}, {'jmeno': 'Gedeon Guardiola', 'goly': 3}, {'jmeno': 'Jannik Kohlbacher', 'goly': 4}, {'jmeno': 'Vladan Lipovina', 'goly': 1}, {'jmeno': 'Mads Mensah Larsen', 'goly': 5}, {'jmeno': 'Andreas Palicka', 'uspesnost_zakroku_procenta': 0.0, 'zakroky': 0, 'strely_proti': 2}, {'jmeno': 'Andy Schmid', 'goly': 6}, {'jmeno': 'Guðjón Valur Sigurðsson', 'goly': 6}, {'jmeno': 'Filip Taleski', 'goly': 1}]",0.8,0.6,27.6,24.6,26.4,25.2,0.8,0.6,0.2,27.599999999999994,24.2,35.6,31.9
7892489,2019-04-28,THW Kiel,Bergischer HC,32,24,1.05,20.0,20.0,"[{'jmeno': 'Nikola Bilyk', 'goly': 10}, {'jmeno': 'Rune Dahmke', 'goly': 3}, {'jmeno': 'Domagoj Duvnjak', 'goly': 0}, {'jmeno': 'Niclas Ekberg', 'goly': 0}, {'jmeno': 'Niklas Landin', 'uspesnost_zakroku_procenta': 48.1, 'zakroky': 13, 'strely_proti': 27}, {'jmeno': 'Lukas Nilsson', 'goly': 1}, {'jmeno': 'Hendrik Pekeler', 'goly': 6}, {'jmeno': 'Ole Rahmel', 'goly': 2}, {'jmeno': 'Harald Reinkind', 'goly': 4}, {'jmeno': 'Steffen Weinhold', 'goly': 1}, {'jmeno': 'Patrick Wiencek', 'goly': 5}, {'jmeno': 'Andreas Wolff', 'uspesnost_zakroku_procenta': 27.3, 'zakroky': 3, 'strely_proti': 11}, {'jmeno': 'Miha Zarabec', 'goly': 0}]","[{'jmeno': 'Linus Arnesson', 'goly': 3}, {'jmeno': 'Tomas Babak', 'goly': 1}, {'jmeno': 'Jeffrey Boomhouwer', 'goly': 4}, {'jmeno': 'Bogdan Andre Criciotoiu', 'goly': 0}, {'jmeno': 'Max Darj', 'goly': 3}, {'jmeno': 'Yannick Fraatz', 'goly': 1}, {'jmeno': 'Fabian Gutbrod', 'goly': 2}, {'jmeno': 'Milan Kotrc', 'goly': 2}, {'jmeno': 'Kristian Nippes', 'goly': 3}, {'jmeno': 'Leos Petrovsky', 'goly': 2}, {'jmeno': 'Christopher Rudeck', 'uspesnost_zakroku_procenta': 13.3, 'zakroky': 2, 'strely_proti': 15}, {'jmeno': 'Bastian Rutschmann', 'uspesnost_zakroku_procenta': 24.0, 'zakroky': 6, 'strely_proti': 25}, {'jmeno': 'Csaba Szucs', 'goly': 0}, {'jmeno': 'Arnor Thor Gunnarsson', 'goly': 3}]",1.0,0.8,30.6,24.8,27.0,24.2,0.8,0.6,1.0,33.6,30.0,33.1,32.8
7892492,2019-04-28,VfL Gummersbach,HC Erlangen,25,27,2.8,7.5,1.75,"[{'jmeno': 'Yannik Bialowas', 'goly': 2}, {'jmeno': 'Fynn Herzig', 'goly': 4}, {'jmeno': 'Ivan Martinović', 'goly': 8}, {'jmeno': 'Florian Baumgartner', 'goly': 1}, {'jmeno': 'Alexander Becker', 'goly': 0}, {'jmeno': 'Eirik Köpp', 'goly': 1}, {'jmeno': 'Carsten Lichtlein', 'uspesnost_zakroku_procenta': 25.0, 'zakroky': 9, 'strely_proti': 36}, {'jmeno': 'Pouya Norouzinezhad', 'goly': 1}, {'jmeno': 'Tobias Schroter', 'goly': 2}, {'jmeno': 'Marvin Sommer', 'goly': 1}, {'jmeno': 'Stanislav Zhukov', 'goly': 5}]","[{'jmeno': 'Christopher Bissel', 'goly': 4}, {'jmeno': 'Nico Büdel', 'goly': 6}, {'jmeno': 'Michael Haaß', 'goly': 4}, {'jmeno': 'Nikolas Katsigiannis', 'uspesnost_zakroku_procenta': 33.3, 'zakroky': 9, 'strely_proti': 27}, {'jmeno': 'Nikolai Link', 'goly': 4}, {'jmeno': 'Dominik Mappes', 'goly': 0}, {'jmeno': 'Jan Schaffer', 'goly': 0}, {'jmeno': 'Andreas Schroder', 'goly': 2}, {'jmeno': 'Gorazd Skof', 'uspesnost_zakroku_procenta': 12.5, 'zakroky': 1, 'strely_proti': 8}, {'jmeno': 'Nicolai Theilinger', 'goly': 2}, {'jmeno': 'Jonas Thummler', 'goly': 0}, {'jmeno': 'Florian von Gruchalla', 'goly': 5}]",0.2,0.4,21.6,26.6,25.0,26.2,0.2,0.4,0.0,19.25,26.4,32.0,30.5
7892506,2019-05-01,SG Flensburg Handewitt,SC DHfK Leipzig,27,21,1.08,16.0,14.0,"[{'jmeno': 'Simon Hald Jensen', 'goly': 2}, {'jmeno': 'Magnus Jondal', 'goly': 5}, {'jmeno': 'Goran Sogard Johannessen', 'goly': 1}, {'jmeno': 'Benjamin Buric', 'uspesnost_zakroku_procenta': 28.6, 'zakroky': 8, 'strely_proti': 28}, {'jmeno': 'Holger Glandorf', 'goly': 0}, {'jmeno': 'Jim Gottfridsson', 'goly': 6}, {'jmeno': 'Tobias Karlsson', 'goly': 0}, {'jmeno': 'Rasmus Lauge', 'goly': 3}, {'jmeno': 'Magnus Rod', 'goly': 2}, {'jmeno': 'Marius Steinhauser', 'goly': 8}, {'jmeno': 'Lasse Svan', 'goly': 0}, {'jmeno': 'Hampus Wanne', 'goly': 0}, {'jmeno': 'Torbjorn Bergerud', 'uspesnost_zakroku_procenta': 0.0, 'zakroky': 0, 'strely_proti': 1}]","[{'jmeno': 'Marc Esche', 'goly': 0}, {'jmeno': 'Patrick Wiesmach', 'goly': 7}, {'jmeno': 'Lukas Binder', 'goly': 1}, {'jmeno': 'Maciej Gebala', 'goly': 2}, {'jmeno': 'Maximilian Janke', 'goly': 1}, {'jmeno': 'Aivis Jurdzs', 'goly': 4}, {'jmeno': 'Alen Milosevic', 'goly': 0}, {'jmeno': 'Niclas Pieczkowski', 'goly': 1}, {'jmeno': 'Milos Putera', 'goly': 0}, {'jmeno': 'Andreas Rojewski', 'goly': 3}, {'jmeno': 'Bastian Roscheck', 'goly': 0}, {'jmeno': 'Franz Semper', 'goly': 2}, {'jmeno': 'Philipp Weber', 'goly': 0}, {'jmeno': 'René Villadsen', 'goly': 0}]",0.8,0.6,27.2,22.4,28.0,26.8,1.0,0.4,0.8,30.600000000000005,31.399999999999995,35.1,5.0
